"","ID","T1_home_office","T3_HO1","T3_HO2","T3_HO3","T3_HO4","T3_HO5","T3_HO6","T3_HO7","T3_HO8","T3_HO9","T3_HO10","T3_HO11","T3_HO12","T3_HO13","T3_HO14","T3_HO15","T3_HO16","T3_HO17","T3_HO18","T3_HO19","T3_HO20","T3_HO21","T3_HO22","T3_HO23","T3_HO24","T3_HO25","T3_HO26","T3_HO27","T3_HO28","T3_HO29","T3_HO30","T3_HO31","T3_HO32","T4_HO1","T4_HO2","T4_HO3","T4_HO4","T4_HO5","T4_HO6","T4_HO7","T4_HO8","T4_HO9","T4_HO10","T4_HO11","T4_HO12","T4_HO13","T4_HO14","T4_HO15","T4_HO16","T4_HO17","T4_HO18","T4_HO19","T4_HO20","T4_HO21","T4_HO22","T4_HO23","T4_HO24","T4_HO25","T4_HO26","T4_HO27","T4_HO28","T4_HO29","T4_HO30","T4_HO31","T4_HO32","T6_HO1","T6_HO2","T6_HO3","T6_HO4","T6_HO5","T6_HO6","T6_HO7","T6_HO8","T6_HO9","T6_HO10","T6_HO11","T6_HO12","T6_HO13","T6_HO14","T6_HO15","T6_HO16","T6_HO17","T6_HO18","T6_HO19","T6_HO20","T6_HO21","T6_HO22","T6_HO23","T6_HO24","T6_HO25","T6_HO26","T6_HO27","T6_HO28","T6_HO29","T6_HO30","T6_HO31","T6_HO32","T7_HO4","T7_HO6","T7_HO7","T7_HO10","T7_HO11","T7_HO12","T7_HO13","T7_HO14","T7_HO15","T7_HO16","T7_HO17","T7_HO18","T7_HO19","T7_HO20","T7_HO21","T7_HO22","T7_HO23","T7_HO24","T7_HO25","T7_HO26","T7_HO27","T7_HO28","T7_HO29","T7_HO30","T7_HO31","T7_HO32","T8_HO4","T8_HO6","T8_HO7","T8_HO10","T8_HO11","T8_HO12","T8_HO13","T8_HO14","T8_HO15","T8_HO16","T8_HO17","T8_HO18","T8_HO19","T8_HO20","T8_HO21","T8_HO22","T8_HO23","T8_HO24","T8_HO25","T8_HO26","T8_HO27","T8_HO28","T8_HO29","T8_HO30","T8_HO31","T8_HO32","T9_HO4","T9_HO6","T9_HO7","T9_HO10","T9_HO11","T9_HO12","T9_HO13","T9_HO14","T9_HO15","T9_HO16","T9_HO17","T9_HO18","T9_HO19","T9_HO20","T9_HO21","T9_HO22","T9_HO23","T9_HO24","T9_HO25","T9_HO26","T9_HO27","T9_HO28","T9_HO29","T9_HO30","T9_HO31","T9_HO32","T3_covid11","T4_covid11","T6_covid11","T7_covid11","T8_covid11","T9_covid11"
"676",4473090247220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,4,4,1,1,1,1,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"677",4473094422370,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",4474055277650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,1,1,43,48,0,0,55,48,3,3,3,3,3,3,3,3,"-99",3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"679",4474225496930,30,1,-99,2,2,0,50,6,10,10,50,4,4,1,1,1,1,4,1,"-99",4,1,1,1,5,5,4,5,4,4,4,4,4,2,29,2,2,20,100,10,30,100,99,3,3,1,1,3,3,4,1,"-99",4,1,1,1,4,4,4,4,4,4,4,4,3,1,-99,2,2,40,61,15,20,40,50,4,4,1,1,2,2,4,1,"-99",1,1,1,1,5,5,5,5,4,5,5,5,4,2,50,18,80,4,4,1,1,1,1,4,1,"-99",2,1,1,1,5,5,5,5,5,5,5,5,5,2,40,14,40,3,3,1,1,1,1,4,1,"-99",4,1,1,1,4,4,4,4,4,4,4,5,4,2,50,18,50,4,3,1,1,1,1,4,1,"-99",2,1,1,1,5,5,4,5,5,5,4,5,5,0,6,0,6,6,0
"680",4474624947800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,5,6,0,40,66,54,2,2,2,2,2,2,2,1,"-99",2,2,2,2,2,2,2,2,2,2,2,3,3,2,100,40,99,3,3,3,3,3,3,3,2,"-99",3,3,3,3,3,3,3,3,3,3,3,4,4,2,40,40,46,3,3,3,3,3,3,3,1,"-99",3,3,3,3,3,3,3,3,3,3,3,3,3,2,100,160,100,4,4,1,4,1,1,4,2,"-99",3,3,3,3,3,3,3,3,3,3,3,5,5,NA,NA,0,6,6,6
"681",4474658824650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,1,1,34,40,0,0,0,0,1,1,2,2,3,3,2,1,"-99",3,2,2,1,1,1,1,5,4,2,3,3,3,1,1,0,0,1,1,5,3,2,2,4,1,"-99",3,3,2,1,1,1,5,5,4,4,2,3,3,1,42,0,51,1,1,1,1,1,1,1,3,"-99",1,1,1,1,1,1,1,1,1,1,1,3,3,1,28,0,31,1,5,5,2,3,4,4,1,"-99",2,1,1,5,5,5,2,2,4,5,3,3,3,NA,NA,3,5,2,5
"682",4474861726370,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",4475099614790,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",4475103811080,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",4475103821650,0,1,-99,2,1,0,0,0,0,0,10,5,5,1,1,3,3,3,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,2,1,0,0,0,0,0,20,5,4,1,1,1,1,3,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,2,1,0,1,0,0,0,0,5,5,2,2,2,2,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,5,5,1,1,2,2,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"686",4475204204940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,90,19,50,2,4,2,2,4,4,5,1,"-99",5,2,2,1,4,4,5,5,4,5,5,4,4,NA,NA,NA,NA,NA,6
"687",4475634456790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",4475650269510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,10,3,3,1,1,2,2,3,0,"-99",1,1,1,1,1,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,0
"689",4475713689510,0,1,-99,2,1,0,0,0,0,2,25,4,5,3,1,5,5,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,1,3,1,-99,2,1,0,0,0,0,60,50,3,4,3,2,5,5,3,0,"-99",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-99,2,1,0,0,0,0,0,0,2,5,3,3,5,4,3,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,4,5,3,4,4,4,3,6,"Büro Arbeitsstätte",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,2,1,4,3,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,NA,6,6
"690",4476492761930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",4477242153790,0,1,-99,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,6,"kein homeoffice",1,1,1,1,1,1,1,1,1,1,1,0,0,1,-99,1,1,0,0,0,0,0,0,3,3,3,3,3,3,3,6,"so wie immer",1,1,1,1,1,1,1,1,1,1,1,3,3,1,-99,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,"-99",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3,3,3,3,3,3,3,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,1,1,2,3,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692",4477454579080,0,1,-99,1,1,1,2,0,0,21,40,2,2,3,3,4,3,3,2,"-99",3,2,5,5,4,3,5,5,3,3,2,4,4,1,-99,2,1,0,0,0,0,12,19,2,3,3,2,4,3,3,2,"-99",3,2,3,2,3,2,3,2,4,4,4,3,3,1,-99,2,1,0,0,0,0,0,0,4,4,2,2,3,3,2,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,4,2,2,1,3,2,3,4,3,"-99",2,1,1,1,1,3,3,2,2,4,4,4,4,1,0,0,0,4,3,2,2,4,3,4,2,"-99",3,1,1,1,3,3,1,3,2,4,5,4,4,2,0,0,0,3,4,2,4,3,3,2,3,"-99",3,2,3,3,5,2,4,0,4,3,2,3,2,0,0,0,0,0,0
"693",4477604725930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,2,2,1,10,0,2,0,90,5,5,1,1,3,3,3,3,"-99",4,1,1,4,3,3,2,4,3,3,2,3,3,2,15,8,30,4,5,1,1,3,3,4,3,"-99",4,3,2,3,3,4,3,4,4,4,4,4,5,2,15,6,30,4,4,1,2,3,3,4,3,"-99",3,3,3,3,3,3,3,3,3,3,3,3,4,2,20,8,50,4,4,4,4,4,4,4,3,"-99",3,2,2,2,4,4,4,4,4,4,4,4,4,NA,NA,0,0,0,0
"694",4477846757790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,99,99,40,40,99,99,1,1,1,1,1,1,5,3,"-99",5,1,1,5,5,5,5,5,5,5,5,5,5,2,100,10,99,1,1,1,1,1,1,5,3,"-99",5,3,1,3,5,5,5,5,5,5,5,5,5,2,100,40,100,1,1,1,1,1,1,1,3,"-99",4,3,1,3,5,5,5,5,5,5,5,5,5,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,NA
"695",4477916445800,0,1,-99,2,2,0,80,0,38,0,70,4,4,1,1,5,3,2,2,"-99",2,1,1,1,4,3,2,5,3,5,4,5,5,1,-99,2,2,1,100,0,38,0,70,5,5,2,1,4,3,3,2,"-99",3,2,1,1,5,5,2,4,2,4,1,5,5,1,-99,2,1,0,0,0,0,0,0,5,5,1,1,1,1,2,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA
"696",4478172282080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,9,20,3,4,1,1,3,3,5,1,"-99",2,1,1,1,5,4,3,0,2,4,3,5,5,NA,NA,NA,NA,NA,7
"697",4478374126800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,2,2,0,0,0,0,0,0,3,3,1,3,4,3,3,1,"-99",1,1,1,1,1,1,1,1,1,1,1,4,4,1,-99,2,1,5,0,0,0,0,0,4,3,3,3,2,2,3,1,"-99",3,3,2,3,3,3,3,3,3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA
"698",4478376283080,0,NA,-66,NA,NA,NA,NA,-66,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,2,1,0,0,0,0,0,0,3,4,2,2,3,3,3,6,"Hat kein Homeoffice",3,0,0,0,0,0,0,0,0,0,0,3,3,1,-99,2,1,0,0,0,0,0,10,2,2,2,1,3,3,2,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,1,1,5,4,2,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,1,1,2,2,2,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,1,4,4,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,7,7,7,7
"699",4478376314790,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,2,1,0,0,0,0,0,0,4,4,2,2,2,2,4,1,"-99",1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,4,4,1,1,1,1,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,1,1,1,1,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,1,1,1,1,4,0,"-99",1,1,1,1,1,1,1,1,1,1,1,0,0,NA,0,NA,0,0,0
"700",4478384739080,0,1,-99,1,1,0,0,0,0,0,0,5,5,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,1,1,0,0,0,0,0,0,5,5,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,1,1,0,0,0,0,0,0,4,5,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0
"701",4479040057940,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,2,1,0,0,0,0,0,0,4,3,1,1,2,2,1,0,"-99",1,1,1,1,1,1,1,1,1,1,1,0,0,1,-99,2,1,0,0,0,0,0,0,5,5,1,1,1,1,1,0,"-99",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,4,3,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,1,1,1,2,4,2,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,3,7,4,7
